Price,Adj Close,Close,High,Low,Open,Volume
Ticker,VTI,VTI,VTI,VTI,VTI,VTI
Date,,,,,,
2025-03-11,270.3894958496094,273.69000244140625,277.0,271.5799865722656,275.0,5282400
2025-03-12,271.72320556640625,275.0400085449219,277.2900085449219,272.4800109863281,276.79998779296875,3996100
2025-03-13,267.9097595214844,271.17999267578125,275.0,270.20001220703125,274.92999267578125,3932500
2025-03-14,273.6496887207031,276.989990234375,277.3800048828125,273.3599853515625,273.6000061035156,3610100
2025-03-17,275.91204833984375,279.2799987792969,280.6000061035156,276.67999267578125,276.7300109863281,3981100
2025-03-18,272.9383544921875,276.2699890136719,278.5,275.3299865722656,278.20001220703125,3120900
2025-03-19,276.0404968261719,279.4100036621094,281.3800048828125,276.6300048828125,277.0,2867800
2025-03-20,275.37860107421875,278.739990234375,281.20001220703125,277.260009765625,277.70001220703125,2256400
2025-03-21,275.4873046875,278.8500061035156,279.07000732421875,275.67999267578125,276.4100036621094,3382500
2025-03-24,280.5850524902344,284.010009765625,284.5299987792969,281.8999938964844,282.25,3251600
2025-03-25,281.0592346191406,284.489990234375,285.0899963378906,283.6600036621094,284.5199890136719,2517200
2025-03-26,277.7694396972656,281.1600036621094,284.9200134277344,280.30999755859375,284.1499938964844,2327500
2025-03-27,276.5945739746094,278.989990234375,281.0799865722656,278.04998779296875,279.4599914550781,2345300
2025-03-28,271.0823059082031,273.42999267578125,278.75,273.04998779296875,278.30999755859375,3912900
2025-03-31,272.480224609375,274.8399963378906,275.5799865722656,268.7300109863281,270.2699890136719,6064000
2025-04-01,273.4022216796875,275.7699890136719,276.7900085449219,272.05999755859375,273.8999938964844,3269900
2025-04-02,275.5635070800781,277.95001220703125,279.25,272.6099853515625,272.8500061035156,2594700
2025-04-03,261.693603515625,263.9599914550781,269.3699951171875,263.70001220703125,268.010009765625,8137500
2025-04-04,246.33660888671875,248.47000122070312,257.7300109863281,248.17999267578125,256.9700012207031,16633700
2025-04-07,245.5335693359375,247.66000366210938,257.0299987792969,236.4199981689453,240.0,16346700
2025-04-08,241.65716552734375,243.75,257.7099914550781,240.0500030517578,256.5,11064300
2025-04-09,266.1748352050781,268.4800109863281,268.4800109863281,241.6199951171875,241.85000610351562,12138000
2025-04-10,255.2196807861328,257.42999267578125,261.6600036621094,249.88999938964844,261.1099853515625,7255700
2025-04-11,259.49267578125,261.739990234375,262.75,254.6699981689453,256.7099914550781,5007900
2025-04-14,261.8819885253906,264.1499938964844,266.7300109863281,261.4599914550781,266.42999267578125,4039900
2025-04-15,261.42596435546875,263.69000244140625,266.3999938964844,263.1499938964844,264.25,4680400
2025-04-16,255.9929962158203,258.2099914550781,262.5899963378906,255.4499969482422,260.7699890136719,4295500
