Price,Adj Close,Close,High,Low,Open,Volume
Ticker,QQQ,QQQ,QQQ,QQQ,QQQ,QQQ
Date,,,,,,
2025-03-11,469.2203063964844,471.6000061035156,478.80999755859375,467.010009765625,472.3500061035156,68760800
2025-03-12,474.5134582519531,476.9200134277344,481.05999755859375,471.7900085449219,479.1600036621094,46971100
2025-03-13,465.9767761230469,468.3399963378906,476.2799987792969,466.42999267578125,476.25,46563300
2025-03-14,477.2396240234375,479.6600036621094,480.55999755859375,473.1199951171875,473.7300109863281,43563000
2025-03-17,480.3338928222656,482.7699890136719,485.8399963378906,477.79998779296875,479.6099853515625,41744400
2025-03-18,472.1454772949219,474.5400085449219,479.6099853515625,472.4100036621094,479.4100036621094,39072300
2025-03-19,478.4634094238281,480.8900146484375,485.3299865722656,474.8699951171875,476.80999755859375,40430300
2025-03-20,476.8416748046875,479.260009765625,484.54998779296875,476.17999267578125,476.8800048828125,36780500
2025-03-21,478.4136657714844,480.8399963378906,481.6099853515625,472.9100036621094,474.0799865722656,42234900
2025-03-24,488.91217041015625,490.6600036621094,491.510009765625,484.3999938964844,487.739990234375,34567200
2025-03-25,491.7021484375,493.4599914550781,493.6199951171875,490.4200134277344,491.3900146484375,26035200
2025-03-26,482.6545104980469,484.3800048828125,493.1600036621094,482.82000732421875,492.29998779296875,34627100
2025-03-27,479.9043273925781,481.6199951171875,486.5799865722656,480.25,482.4100036621094,33469800
2025-03-28,467.2695007324219,468.94000244140625,480.5199890136719,468.04998779296875,479.80999755859375,46363800
2025-03-31,467.2496032714844,468.9200134277344,469.8599853515625,457.3299865722656,461.9200134277344,53000300
2025-04-01,471.01611328125,472.70001220703125,473.6300048828125,464.4200134277344,467.29998779296875,41156200
2025-04-02,474.4538269042969,476.1499938964844,479.55999755859375,465.8599853515625,466.1199951171875,49894500
2025-04-03,449.0545959472656,450.6600036621094,460.07000732421875,450.1400146484375,456.44000244140625,70456300
2025-04-04,421.1643371582031,422.6700134277344,440.3699951171875,422.6700134277344,438.1400146484375,117088400
2025-04-07,422.1806945800781,423.69000244140625,443.1400146484375,402.3900146484375,408.6600036621094,161557000
2025-04-08,414.577880859375,416.05999755859375,443.1400146484375,409.7900085449219,438.1600036621094,101248100
2025-04-09,464.3399658203125,466.0,467.8299865722656,415.42999267578125,415.57000732421875,142876900
2025-04-10,444.590576171875,446.17999267578125,455.5899963378906,432.6300048828125,453.55999755859375,108384100
2025-04-11,452.78131103515625,454.3999938964844,455.7900085449219,441.3299865722656,444.6499938964844,52483800
2025-04-14,455.850341796875,457.4800109863281,465.04998779296875,452.6300048828125,464.4599914550781,43941200
2025-04-15,456.3585205078125,457.989990234375,462.3800048828125,456.1499938964844,458.5400085449219,35404200
2025-04-16,442.5976867675781,444.17999267578125,452.6199951171875,437.760009765625,449.0299987792969,48980600
2025-04-17,442.51800537109375,444.1000061035156,447.75,441.3599853515625,447.1700134277344,44837000
2025-04-21,431.5671081542969,433.1099853515625,439.0799865722656,427.92999267578125,438.2300109863281,44149300
2025-04-22,442.89666748046875,444.4800109863281,447.5799865722656,437.6199951171875,438.82000732421875,52304400
2025-04-23,452.9407043457031,454.55999755859375,463.3800048828125,452.8800048828125,458.1700134277344,55801100
2025-04-24,465.6851501464844,467.3500061035156,467.6600036621094,455.8299865722656,456.4800109863281,45956100
2025-04-25,470.8765869140625,472.55999755859375,473.0899963378906,465.3900146484375,466.9700012207031,38697100
2025-04-28,470.7271423339844,472.4100036621094,474.80999755859375,466.0299987792969,473.0299987792969,33550800
2025-04-29,473.8360290527344,475.5299987792969,476.4200134277344,469.5899963378906,470.1700134277344,30613100
2025-04-30,473.7762451171875,475.4700012207031,477.20001220703125,462.42999267578125,467.1300048828125,46810600
2025-05-01,479.964111328125,481.67999267578125,487.17999267578125,480.739990234375,483.4100036621094,43316500
2025-05-02,487.0886535644531,488.8299865722656,490.9100036621094,484.8299865722656,486.5400085449219,39218100
2025-05-05,484.198974609375,485.92999267578125,489.0299987792969,484.1000061035156,484.6000061035156,28309500
2025-05-06,479.6950988769531,481.4100036621094,485.04998779296875,478.19000244140625,479.55999755859375,32786300
2025-05-07,481.5783386230469,483.29998779296875,485.79998779296875,476.7799987792969,482.0799865722656,38006300
2025-05-08,486.55059814453125,488.2900085449219,492.70001220703125,484.1700134277344,488.5299987792969,39577600
2025-05-09,486.2317199707031,487.9700012207031,491.5400085449219,486.20001220703125,490.2099914550781,27767400
2025-05-12,506.0408935546875,507.8500061035156,507.8900146484375,501.4800109863281,506.989990234375,45090600
2025-05-13,513.7533569335938,515.5900268554688,517.3900146484375,508.4200134277344,509.1600036621094,53269600
2025-05-14,516.8323364257812,518.6799926757812,519.22998046875,515.75,516.77001953125,47014500
2025-05-15,517.4003295898438,519.25,521.9299926757812,515.1699829101562,516.52001953125,50153300
2025-05-16,519.6522216796875,521.510009765625,521.7000122070312,517.0999755859375,520.6599731445312,48394600
2025-05-19,520.1505126953125,522.010009765625,522.530029296875,514.239990234375,514.239990234375,52536200
2025-05-20,518.4166870117188,520.27001953125,520.9299926757812,516.6599731445312,519.469970703125,42517600
2025-05-21,511.21240234375,513.0399780273438,523.0,511.239990234375,516.27001953125,71292800
2025-05-22,512.1690063476562,514.0,517.7100219726562,512.2999877929688,513.6599731445312,55607200
2025-05-23,507.4259338378906,509.239990234375,511.8399963378906,505.5799865722656,506.17999267578125,58368100
2025-05-27,519.3632202148438,521.219970703125,521.7100219726562,514.5900268554688,516.1500244140625,47226300
2025-05-28,517.0614624023438,518.9099731445312,523.6799926757812,518.3900146484375,522.1799926757812,46637200
2025-05-29,518.077880859375,519.9299926757812,526.47998046875,517.3200073242188,526.3300170898438,58513300
2025-05-30,517.2608032226562,519.1099853515625,520.6799926757812,511.92999267578125,519.4400024414062,67662800
2025-06-02,521.34619140625,523.2100219726562,523.4500122070312,515.969970703125,517.239990234375,44762800
2025-06-03,525.4215698242188,527.2999877929688,528.739990234375,522.6900024414062,523.5599975585938,44070300
2025-06-04,526.8863525390625,528.77001953125,529.8400268554688,525.969970703125,528.010009765625,41359300
2025-06-05,522.9205322265625,524.7899780273438,533.0499877929688,522.6599731445312,530.1799926757812,61031200
2025-06-06,528.0322875976562,529.9199829101562,531.7999877929688,528.2100219726562,530.0,42467000
2025-06-09,528.8095703125,530.7000122070312,532.3499755859375,529.010009765625,530.1400146484375,33688700
2025-06-10,532.3070068359375,534.2100219726562,534.9000244140625,528.8900146484375,531.1699829101562,40664800
2025-06-11,530.5133666992188,532.4099731445312,536.780029296875,530.1099853515625,535.6199951171875,53701000
2025-06-12,531.7589111328125,533.6599731445312,534.6400146484375,530.8400268554688,531.0900268554688,34104900
2025-06-13,525.0828247070312,526.9600219726562,531.8699951171875,525.72998046875,527.6799926757812,55814400
2025-06-16,532.38671875,534.2899780273438,535.3699951171875,530.4500122070312,530.5,37622100
2025-06-17,527.1952514648438,529.0800170898438,533.3300170898438,527.9099731445312,531.7100219726562,42180900
2025-06-18,527.1055908203125,528.989990234375,532.5499877929688,527.4000244140625,530.0999755859375,43983500
2025-06-20,524.9533081054688,526.8300170898438,533.5599975585938,524.8800048828125,532.260009765625,61643500
2025-06-23,530.3511352539062,531.6500244140625,532.1699829101562,523.6500244140625,526.8099975585938,50666100
2025-06-24,538.4612426757812,539.780029296875,540.7000122070312,536.27001953125,536.8900146484375,45442000
2025-06-25,539.8377685546875,541.1599731445312,543.3099975585938,539.3800048828125,542.0599975585938,44804200
2025-06-26,544.8854370117188,546.219970703125,546.6699829101562,541.52001953125,543.3499755859375,43811400
2025-06-27,546.7509765625,548.0900268554688,549.989990234375,544.5399780273438,547.260009765625,57577100
2025-06-30,550.292236328125,551.6400146484375,552.7999877929688,549.010009765625,551.260009765625,45548700
2025-07-01,545.6536254882812,546.989990234375,550.7100219726562,544.6599731445312,549.72998046875,56166700
2025-07-02,549.4542236328125,550.7999877929688,551.0,546.1199951171875,546.1599731445312,36538300
2025-07-03,554.8610229492188,556.219970703125,557.2000122070312,553.1799926757812,553.1799926757812,26443500
2025-07-07,550.6813354492188,552.030029296875,554.3400268554688,549.5800170898438,553.52001953125,45349300
2025-07-08,550.9905395507812,552.3400268554688,554.010009765625,551.0999755859375,553.3800048828125,36153300
2025-07-09,554.8909912109375,556.25,557.6300048828125,553.0999755859375,554.47998046875,43045500
2025-07-10,554.0929565429688,555.4500122070312,557.2999877929688,552.75,556.8900146484375,34710900
2025-07-11,552.8460083007812,554.2000122070312,555.7899780273438,552.0499877929688,553.2999877929688,39618600
2025-07-14,554.8511352539062,556.2100219726562,556.9500122070312,551.6300048828125,553.989990234375,36453300
2025-07-15,555.3598022460938,556.719970703125,560.7999877929688,556.6599731445312,560.25,43277700
2025-07-16,555.9284057617188,557.2899780273438,560.2100219726562,551.5599975585938,557.280029296875,52314700
2025-07-17,560.4274291992188,561.7999877929688,562.3099975585938,557.2100219726562,558.02001953125,40423800
2025-07-18,559.8887329101562,561.260009765625,564.72998046875,559.97998046875,563.1199951171875,50484700
2025-07-21,562.7916259765625,564.1699829101562,566.0599975585938,562.0599975585938,562.0900268554688,39595200
2025-07-22,559.8787231445312,561.25,564.3499755859375,558.6099853515625,564.2999877929688,43270600
2025-07-23,562.4325561523438,563.8099975585938,563.8499755859375,559.5800170898438,562.3400268554688,40215300
2025-07-24,563.6295776367188,565.010009765625,566.239990234375,563.2899780273438,565.1300048828125,42275500
2025-07-25,564.9862670898438,566.3699951171875,567.7000122070312,564.27001953125,564.9299926757812,30630800
2025-07-28,566.7518920898438,568.1400146484375,569.0399780273438,566.8699951171875,567.739990234375,31498700
2025-07-29,565.8740844726562,567.260009765625,572.1099853515625,566.530029296875,570.760009765625,45463300
2025-07-30,566.6322631835938,568.02001953125,570.6199951171875,565.0499877929688,568.1799926757812,43433800
2025-07-31,563.6295776367188,565.010009765625,574.6300048828125,563.8699951171875,574.5399780273438,64613600
2025-08-01,552.5267944335938,553.8800048828125,559.02001953125,551.6799926757812,558.8300170898438,69400800
2025-08-04,562.7217407226562,564.0999755859375,564.3200073242188,558.9500122070312,559.0499877929688,47669800
2025-08-05,558.9011840820312,560.27001953125,566.5599975585938,559.72998046875,565.3900146484375,48666600
2025-08-06,565.9339599609375,567.3200073242188,567.760009765625,560.6300048828125,561.1099853515625,41823700
2025-08-07,567.8492431640625,569.239990234375,573.3200073242188,565.1099853515625,571.6699829101562,44463000
2025-08-08,573.146240234375,574.5499877929688,574.77001953125,570.1500244140625,570.4500122070312,35255500
2025-08-11,571.4503784179688,572.8499755859375,576.7999877929688,571.5700073242188,574.6900024414062,33112900
2025-08-12,578.6328125,580.0499877929688,580.3499755859375,572.489990234375,575.1599731445312,42143300
2025-08-13,578.922119140625,580.3400268554688,583.3200073242188,578.9400024414062,582.760009765625,41209300
2025-08-14,578.4732666015625,579.8900146484375,581.8800048828125,577.9099731445312,578.280029296875,45425000
2025-08-15,575.9295043945312,577.3400268554688,579.8400268554688,575.5700073242188,579.7999877929688,49480200
2025-08-18,575.699951171875,577.1099853515625,577.77001953125,575.239990234375,576.4400024414062,29831000
2025-08-19,567.88916015625,569.280029296875,576.5599975585938,568.25,576.3900146484375,53752600
2025-08-20,564.5173950195312,565.9000244140625,568.4500122070312,558.8400268554688,568.3300170898438,76781100
2025-08-21,561.9038696289062,563.280029296875,566.489990234375,560.97998046875,564.3499755859375,46436900
2025-08-22,570.5725708007812,571.969970703125,573.989990234375,563.27001953125,564.6699829101562,51502100
2025-08-25,568.9265747070312,570.3200073242188,573.2899780273438,569.1599731445312,570.4000244140625,34044700
2025-08-26,571.2109985351562,572.6099853515625,572.9199829101562,568.7999877929688,569.8300170898438,34103000
2025-08-27,572.0888671875,573.489990234375,574.4099731445312,570.3699951171875,571.5900268554688,36927100
2025-08-28,575.6701049804688,577.0800170898438,578.0,572.4600219726562,574.1099853515625,46787900
2025-08-29,569.0064697265625,570.4000244140625,575.030029296875,568.5399780273438,574.6599731445312,56030400
2025-09-02,564.238037109375,565.6199951171875,565.969970703125,559.5399780273438,561.3099975585938,65876800
2025-09-03,568.67724609375,570.0700073242188,571.7000122070312,566.72998046875,569.22998046875,54230200
2025-09-04,573.8245849609375,575.22998046875,575.5999755859375,569.030029296875,570.739990234375,47526300
2025-09-05,574.652587890625,576.0599975585938,581.1199951171875,571.530029296875,580.489990234375,68342500
2025-09-08,577.4556884765625,578.8699951171875,580.8400268554688,577.77001953125,578.3699951171875,46371400
2025-09-09,579.0917358398438,580.510009765625,580.9400024414062,577.0399780273438,579.6699829101562,44007600
2025-09-10,579.28125,580.7000122070312,583.77001953125,578.5499877929688,583.739990234375,49308000
2025-09-11,582.6530151367188,584.0800170898438,584.8800048828125,581.6199951171875,583.239990234375,44745800
2025-09-12,585.2266235351562,586.6599731445312,587.8599853515625,584.0999755859375,585.0399780273438,50745900
2025-09-15,590.2344360351562,591.6799926757812,591.7899780273438,588.2899780273438,588.4400024414062,44360300
2025-09-16,589.735595703125,591.1799926757812,592.8599853515625,590.489990234375,592.6099853515625,36942100
2025-09-17,588.5585327148438,590.0,591.75,584.3699951171875,591.0999755859375,69384800
2025-09-18,593.8655395507812,595.3200073242188,598.1400146484375,592.9600219726562,594.9099731445312,61069300
2025-09-19,597.8856201171875,599.3499755859375,600.0499877929688,595.8499755859375,597.3300170898438,58196100
2025-09-22,601.4251098632812,602.2000122070312,602.8699951171875,597.719970703125,597.739990234375,57154800
2025-09-23,597.4302978515625,598.2000122070312,602.5700073242188,596.97998046875,602.3699951171875,64635500
2025-09-24,595.3329467773438,596.0999755859375,599.9000244140625,593.3599853515625,599.5800170898438,49850300
2025-09-25,592.7662963867188,593.530029296875,595.1199951171875,588.5,592.2000122070312,70920200
2025-09-26,595.203125,595.969970703125,596.2999877929688,591.0599975585938,594.3499755859375,54337400
2025-09-29,597.9595947265625,598.72998046875,602.0499877929688,597.4099731445312,599.1099853515625,48332900
2025-09-30,599.5974731445312,600.3699951171875,600.7100219726562,596.0999755859375,598.4299926757812,46533800
2025-10-01,602.4737548828125,603.25,603.7899780273438,596.3400268554688,597.1699829101562,46899600
2025-10-02,604.9505615234375,605.72998046875,607.1599731445312,602.9299926757812,607.0599975585938,43765400
2025-10-03,602.4038696289062,603.1799926757812,607.3300170898438,601.3900146484375,606.510009765625,46482100
2025-10-06,606.9280395507812,607.7100219726562,609.3599853515625,605.969970703125,608.4500122070312,41962100
2025-10-07,603.732177734375,604.510009765625,609.7100219726562,603.030029296875,609.02001953125,58209500
2025-10-08,610.6532592773438,611.4400024414062,611.75,605.260009765625,605.4099731445312,50629800
2025-10-09,609.9141845703125,610.7000122070312,611.6099853515625,607.47998046875,611.47998046875,45551000
2025-10-10,588.741455078125,589.5,613.1799926757812,589.0499877929688,611.4000244140625,97614800
2025-10-13,601.2353515625,602.010009765625,602.9500122070312,597.22998046875,599.6799926757812,65872600
2025-10-14,597.2305297851562,598.0,602.6900024414062,590.1300048828125,595.3099975585938,69203200
2025-10-15,601.445068359375,602.219970703125,606.7000122070312,595.9299926757812,604.010009765625,62805500
2025-10-16,599.2179565429688,599.989990234375,608.3099975585938,595.5,605.1099853515625,70982000
2025-10-17,603.1528930664062,603.9299926757812,605.510009765625,596.3699951171875,597.9500122070312,72024900
2025-10-20,610.7530517578125,611.5399780273438,612.7999877929688,607.0700073242188,607.1400146484375,45761700
2025-10-21,610.5933227539062,611.3800048828125,612.719970703125,609.3200073242188,611.6400146484375,44538200
2025-10-22,604.7108764648438,605.489990234375,611.4099731445312,599.739990234375,610.8200073242188,61478800
2025-10-23,609.7943725585938,610.5800170898438,611.3699951171875,604.52001953125,604.9099731445312,42844300
2025-10-24,616.305908203125,617.0999755859375,618.4199829101562,615.1300048828125,615.989990234375,47632500
2025-10-27,627.2818603515625,628.0900268554688,628.5499877929688,624.030029296875,624.52001953125,54098600
2025-10-28,632.1055908203125,632.9199829101562,634.6799926757812,629.25,630.3599853515625,61195700
2025-10-29,634.9519653320312,635.77001953125,637.010009765625,630.25,635.5900268554688,67422800
2025-10-30,625.2444458007812,626.0499877929688,633.5,625.9400024414062,632.1699829101562,61628600
2025-10-31,628.2605590820312,629.0700073242188,634.2000122070312,626.6900024414062,634.1699829101562,66305100
2025-11-03,631.2666625976562,632.0800170898438,635.8200073242188,629.8499755859375,635.1099853515625,37154300
2025-11-04,618.4531860351562,619.25,626.9500122070312,618.4600219726562,623.280029296875,63830800
2025-11-05,622.47802734375,623.280029296875,626.5999755859375,617.2100219726562,618.489990234375,48688500
2025-11-06,610.8829345703125,611.6699829101562,622.0399780273438,610.2999877929688,621.7899780273438,72115100
2025-11-07,608.9553833007812,609.739990234375,609.9500122070312,598.6699829101562,608.3099975585938,81835400
2025-11-10,622.4280395507812,623.22998046875,624.3099975585938,616.8900146484375,618.9199829101562,55919900
2025-11-11,620.7702026367188,621.5700073242188,622.719970703125,617.52001953125,620.5700073242188,44868800
2025-11-12,620.2808227539062,621.0800170898438,624.8599853515625,617.8099975585938,624.8400268554688,47444400
2025-11-13,607.6171875,608.4000244140625,618.1199951171875,606.0800170898438,617.5399780273438,71333600
2025-11-14,608.0765380859375,608.8599853515625,613.3499755859375,597.1699829101562,599.5499877929688,80087300
2025-11-17,602.8832397460938,603.6599731445312,612.47998046875,599.8699951171875,606.2999877929688,63850400
2025-11-18,595.542724609375,596.3099975585938,602.3099975585938,591.3400268554688,599.6199951171875,83327300
2025-11-19,599.09814453125,599.8699951171875,606.1599731445312,594.5900268554688,597.0700073242188,73111500
2025-11-20,584.9163818359375,585.6699829101562,614.030029296875,584.75,611.6199951171875,117743200
2025-11-21,589.3107299804688,590.0700073242188,596.97998046875,580.739990234375,587.469970703125,103344200
2025-11-24,604.3812866210938,605.1599731445312,606.6799926757812,595.1599731445312,595.280029296875,60168100
2025-11-25,608.1065063476562,608.8900146484375,610.260009765625,597.3200073242188,603.510009765625,57560900
2025-11-26,613.4796142578125,614.27001953125,616.1900024414062,610.3900146484375,612.510009765625,42393600
2025-11-28,618.4531860351562,619.25,619.3200073242188,615.4199829101562,616.1099853515625,23034400
2025-12-01,616.3758544921875,617.1699829101562,619.4400024414062,612.52001953125,613.6300048828125,40957600
2025-12-02,621.1996459960938,622.0,623.75,617.5900268554688,619.4600219726562,54541800
2025-12-03,622.7177124023438,623.52001953125,624.219970703125,618.030029296875,619.6199951171875,47841600
2025-12-04,622.138427734375,622.9400024414062,624.9400024414062,619.5399780273438,624.9299926757812,47067800
2025-12-05,624.6751708984375,625.47998046875,628.9199829101562,623.7100219726562,624.3800048828125,53614200
2025-12-08,623.4767456054688,624.280029296875,628.8400268554688,621.6900024414062,627.2100219726562,43462400
2025-12-09,624.2457275390625,625.0499877929688,625.8699951171875,621.0,623.010009765625,37156000
2025-12-10,626.8024291992188,627.6099853515625,629.2100219726562,620.989990234375,623.8499755859375,55031400
2025-12-11,624.7750854492188,625.5800170898438,625.780029296875,617.719970703125,623.8200073242188,58272800
2025-12-12,612.8304443359375,613.6199951171875,623.5399780273438,611.3599853515625,622.0800170898438,75158700
2025-12-15,609.75439453125,610.5399780273438,618.4199829101562,609.3200073242188,618.3699951171875,49538200
2025-12-16,610.9628295898438,611.75,613.510009765625,606.9099731445312,608.260009765625,55152800
2025-12-17,599.6373901367188,600.4099731445312,613.6500244140625,600.280029296875,613.0599975585938,70654300
2025-12-18,608.3262329101562,609.1099853515625,612.9299926757812,606.9199829101562,609.7999877929688,78875800
2025-12-19,616.2559814453125,617.0499877929688,617.6199951171875,611.8699951171875,611.9500122070312,60369800
2025-12-22,619.2100219726562,619.2100219726562,621.6500244140625,617.77001953125,621.3499755859375,43703100
2025-12-23,622.1099853515625,622.1099853515625,622.4099731445312,617.780029296875,618.2000122070312,41120400
2025-12-24,623.9299926757812,623.9299926757812,624.280029296875,621.719970703125,621.989990234375,18468700
2025-12-26,623.8900146484375,623.8900146484375,625.52001953125,623.1400146484375,624.6599731445312,28959800
2025-12-29,620.8699951171875,620.8699951171875,622.780029296875,618.72998046875,620.0999755859375,32458300
2025-12-30,619.4299926757812,619.4299926757812,622.1799926757812,619.219970703125,619.8400268554688,31226800
2025-12-31,614.3099975585938,614.3099975585938,619.9600219726562,614.0499877929688,619.6500244140625,40746500
2026-01-02,613.1199951171875,613.1199951171875,622.8499755859375,610.1500244140625,620.0599975585938,61859200
2026-01-05,617.989990234375,617.989990234375,620.8099975585938,616.719970703125,619.3200073242188,46828400
2026-01-06,623.4199829101562,623.4199829101562,624.02001953125,618.5399780273438,619.22998046875,43137500
2026-01-07,624.02001953125,624.02001953125,627.9400024414062,622.5599975585938,623.0399780273438,44880300
2026-01-08,620.469970703125,620.469970703125,623.4199829101562,617.7999877929688,623.030029296875,50435900
